performance_id,student_id,subject,assessment_type,assessment_date,marks_obtained,total_marks,percentage,grade_letter
2828,1210,Hindi,Project,2025-08-24,84,100,84,B
2829,1211,Hindi,Assignment,2025-08-24,61,100,61,D
2830,1212,Hindi,Project,2025-08-24,79,100,79,C
2831,1213,Hindi,Quiz,2025-08-24,78,100,78,C
2832,1214,Hindi,Project,2025-08-24,71,100,71,C
2833,1215,Hindi,Test,2025-08-24,75,100,75,C
2834,1216,Hindi,Project,2025-08-24,76,100,76,C
2835,1217,Hindi,Quiz,2025-08-24,57,100,57,D
2836,1189,Hindi,Assignment,2025-09-03,74,100,74,C
2837,1190,Hindi,Test,2025-09-03,62,100,62,D
2838,1191,Hindi,Quiz,2025-09-03,71,100,71,C
2839,1192,Hindi,Assignment,2025-09-03,67,100,67,D
2840,1193,Hindi,Quiz,2025-09-03,73,100,73,C
2841,1194,Hindi,Quiz,2025-09-03,69,100,69,D
2842,1195,Hindi,Project,2025-09-03,58,100,58,D
2843,1196,Hindi,Assignment,2025-09-03,60,100,60,D
2844,1197,Hindi,Quiz,2025-09-03,90,100,90,A
2845,1198,Hindi,Quiz,2025-09-03,86,100,86,B
2846,1199,Hindi,Assignment,2025-09-03,61,100,61,D
2847,1200,Hindi,Quiz,2025-09-03,79,100,79,C
2848,1201,Hindi,Test,2025-09-03,75,100,75,C
2849,1202,Hindi,Assignment,2025-09-03,60,100,60,D
2850,1203,Hindi,Project,2025-09-03,87,100,87,B
2851,1204,Hindi,Project,2025-09-03,79,100,79,C
2852,1205,Hindi,Test,2025-09-03,70,100,70,C
2853,1206,Hindi,Assignment,2025-09-03,80,100,80,B
2854,1207,Hindi,Project,2025-09-03,75,100,75,C
2855,1208,Hindi,Project,2025-09-03,72,100,72,C
2856,1211,Hindi,Assignment,2025-09-03,65,100,65,D
2857,1212,Hindi,Quiz,2025-09-03,88,100,88,B
2858,1213,Hindi,Assignment,2025-09-03,88,100,88,B
2859,1215,Hindi,Test,2025-09-03,74,100,74,C
2860,1216,Hindi,Quiz,2025-09-03,87,100,87,B
2861,1217,Hindi,Quiz,2025-09-03,67,100,67,D
2862,1188,Computer Science,Assignment,2025-08-15,65,100,65,D
2863,1189,Computer Science,Test,2025-08-15,63,100,63,D
2864,1191,Computer Science,Quiz,2025-08-15,80,100,80,B
2865,1192,Computer Science,Test,2025-08-15,64,100,64,D
2866,1193,Computer Science,Assignment,2025-08-15,84,100,84,B
2867,1194,Computer Science,Quiz,2025-08-15,76,100,76,C
2868,1195,Computer Science,Project,2025-08-15,85,100,85,B
2869,1196,Computer Science,Assignment,2025-08-15,75,100,75,C
2870,1197,Computer Science,Quiz,2025-08-15,59,100,59,D
2871,1198,Computer Science,Project,2025-08-15,66,100,66,D
2872,1199,Computer Science,Project,2025-08-15,79,100,79,C
2873,1200,Computer Science,Project,2025-08-15,67,100,67,D
2874,1201,Computer Science,Project,2025-08-15,77,100,77,C
2875,1202,Computer Science,Project,2025-08-15,86,100,86,B
2876,1203,Computer Science,Quiz,2025-08-15,81,100,81,B
2877,1204,Computer Science,Quiz,2025-08-15,58,100,58,D
2878,1206,Computer Science,Quiz,2025-08-15,73,100,73,C
2879,1207,Computer Science,Project,2025-08-15,57,100,57,D
2880,1208,Computer Science,Project,2025-08-15,75,100,75,C
2881,1209,Computer Science,Test,2025-08-15,83,100,83,B
2882,1210,Computer Science,Test,2025-08-15,77,100,77,C
2883,1211,Computer Science,Project,2025-08-15,82,100,82,B
2884,1212,Computer Science,Test,2025-08-15,86,100,86,B
2885,1213,Computer Science,Assignment,2025-08-15,58,100,58,D
2886,1215,Computer Science,Assignment,2025-08-15,84,100,84,B
2887,1216,Computer Science,Project,2025-08-15,67,100,67,D
2888,1217,Computer Science,Quiz,2025-08-15,65,100,65,D
2889,1188,Computer Science,Assignment,2025-08-09,78,100,78,C
2890,1189,Computer Science,Quiz,2025-08-09,84,100,84,B
2891,1190,Computer Science,Quiz,2025-08-09,79,100,79,C
2892,1191,Computer Science,Project,2025-08-09,67,100,67,D
2893,1192,Computer Science,Assignment,2025-08-09,60,100,60,D
2894,1193,Computer Science,Assignment,2025-08-09,70,100,70,C
2895,1194,Computer Science,Assignment,2025-08-09,57,100,57,D
2896,1195,Computer Science,Quiz,2025-08-09,60,100,60,D
2897,1196,Computer Science,Assignment,2025-08-09,68,100,68,D
2898,1197,Computer Science,Assignment,2025-08-09,83,100,83,B
2899,1198,Computer Science,Project,2025-08-09,72,100,72,C
2900,1199,Computer Science,Quiz,2025-08-09,79,100,79,C
2901,1200,Computer Science,Test,2025-08-09,83,100,83,B
2902,1201,Computer Science,Project,2025-08-09,76,100,76,C
2903,1202,Computer Science,Test,2025-08-09,71,100,71,C
2904,1203,Computer Science,Quiz,2025-08-09,83,100,83,B
2905,1204,Computer Science,Test,2025-08-09,73,100,73,C
2906,1205,Computer Science,Quiz,2025-08-09,58,100,58,D
2907,1206,Computer Science,Test,2025-08-09,92,100,92,A
2908,1207,Computer Science,Quiz,2025-08-09,63,100,63,D
2909,1208,Computer Science,Test,2025-08-09,76,100,76,C
2910,1209,Computer Science,Assignment,2025-08-09,81,100,81,B
2911,1210,Computer Science,Assignment,2025-08-09,56,100,56,D
2912,1211,Computer Science,Test,2025-08-09,79,100,79,C
2913,1212,Computer Science,Project,2025-08-09,61,100,61,D
2914,1213,Computer Science,Test,2025-08-09,85,100,85,B
2915,1214,Computer Science,Test,2025-08-09,83,100,83,B
2916,1217,Computer Science,Project,2025-08-09,82,100,82,B
2917,1188,Computer Science,Project,2025-08-29,90,100,90,A
2918,1189,Computer Science,Test,2025-08-29,69,100,69,D
2919,1190,Computer Science,Quiz,2025-08-29,66,100,66,D
2920,1191,Computer Science,Project,2025-08-29,84,100,84,B
2921,1192,Computer Science,Assignment,2025-08-29,89,100,89,B
2922,1193,Computer Science,Assignment,2025-08-29,79,100,79,C
2923,1194,Computer Science,Quiz,2025-08-29,67,100,67,D
2924,1195,Computer Science,Test,2025-08-29,65,100,65,D
2925,1196,Computer Science,Quiz,2025-08-29,94,100,94,A
2926,1197,Computer Science,Test,2025-08-29,64,100,64,D
2927,1198,Computer Science,Project,2025-08-29,63,100,63,D
2928,1199,Computer Science,Quiz,2025-08-29,70,100,70,C
2929,1200,Computer Science,Quiz,2025-08-29,79,100,79,C
2930,1201,Computer Science,Test,2025-08-29,88,100,88,B
2931,1203,Computer Science,Quiz,2025-08-29,74,100,74,C
2932,1204,Computer Science,Assignment,2025-08-29,61,100,61,D
2933,1205,Computer Science,Project,2025-08-29,62,100,62,D
2934,1206,Computer Science,Project,2025-08-29,78,100,78,C
2935,1207,Computer Science,Assignment,2025-08-29,81,100,81,B
2936,1209,Computer Science,Test,2025-08-29,80,100,80,B
2937,1210,Computer Science,Assignment,2025-08-29,80,100,80,B
2938,1211,Computer Science,Assignment,2025-08-29,63,100,63,D
2939,1212,Computer Science,Quiz,2025-08-29,65,100,65,D
2940,1213,Computer Science,Assignment,2025-08-29,77,100,77,C
2941,1214,Computer Science,Assignment,2025-08-29,65,100,65,D
2942,1215,Computer Science,Test,2025-08-29,81,100,81,B
2943,1216,Computer Science,Quiz,2025-08-29,59,100,59,D
2944,1219,Mathematics,Quiz,2025-08-26,81,100,81,B
2945,1220,Mathematics,Project,2025-08-26,81,100,81,B
2946,1221,Mathematics,Test,2025-08-26,69,100,69,D
2947,1222,Mathematics,Quiz,2025-08-26,80,100,80,B
2948,1223,Mathematics,Test,2025-08-26,82,100,82,B
2949,1225,Mathematics,Test,2025-08-26,74,100,74,C
2950,1227,Mathematics,Quiz,2025-08-26,82,100,82,B
2951,1228,Mathematics,Quiz,2025-08-26,71,100,71,C
2952,1229,Mathematics,Assignment,2025-08-26,83,100,83,B
2953,1230,Mathematics,Quiz,2025-08-26,63,100,63,D
2954,1231,Mathematics,Quiz,2025-08-26,66,100,66,D
2955,1232,Mathematics,Quiz,2025-08-26,70,100,70,C
2956,1233,Mathematics,Quiz,2025-08-26,60,100,60,D
2957,1234,Mathematics,Assignment,2025-08-26,72,100,72,C
2958,1235,Mathematics,Test,2025-08-26,80,100,80,B
2959,1236,Mathematics,Project,2025-08-26,58,100,58,D
2960,1237,Mathematics,Assignment,2025-08-26,83,100,83,B
2961,1238,Mathematics,Project,2025-08-26,80,100,80,B
2962,1239,Mathematics,Project,2025-08-26,67,100,67,D
2963,1240,Mathematics,Test,2025-08-26,66,100,66,D
2964,1241,Mathematics,Test,2025-08-26,88,100,88,B
2965,1242,Mathematics,Quiz,2025-08-26,65,100,65,D
2966,1243,Mathematics,Test,2025-08-26,71,100,71,C
2967,1244,Mathematics,Quiz,2025-08-26,86,100,86,B
2968,1245,Mathematics,Assignment,2025-08-26,81,100,81,B
2969,1246,Mathematics,Assignment,2025-08-26,88,100,88,B
2970,1247,Mathematics,Project,2025-08-26,72,100,72,C
2971,1219,Mathematics,Project,2025-08-16,61,100,61,D
2972,1220,Mathematics,Test,2025-08-16,61,100,61,D
2973,1221,Mathematics,Project,2025-08-16,74,100,74,C
2974,1222,Mathematics,Assignment,2025-08-16,74,100,74,C
2975,1223,Mathematics,Quiz,2025-08-16,59,100,59,D
2976,1224,Mathematics,Project,2025-08-16,89,100,89,B
2977,1225,Mathematics,Quiz,2025-08-16,82,100,82,B
2978,1226,Mathematics,Test,2025-08-16,64,100,64,D
2979,1227,Mathematics,Project,2025-08-16,71,100,71,C
2980,1228,Mathematics,Project,2025-08-16,76,100,76,C
2981,1229,Mathematics,Project,2025-08-16,73,100,73,C
2982,1230,Mathematics,Project,2025-08-16,78,100,78,C
2983,1231,Mathematics,Quiz,2025-08-16,80,100,80,B
2984,1232,Mathematics,Quiz,2025-08-16,66,100,66,D
2985,1233,Mathematics,Test,2025-08-16,87,100,87,B
2986,1234,Mathematics,Project,2025-08-16,61,100,61,D
2987,1235,Mathematics,Assignment,2025-08-16,62,100,62,D
2988,1236,Mathematics,Quiz,2025-08-16,68,100,68,D
2989,1237,Mathematics,Test,2025-08-16,93,100,93,A
2990,1238,Mathematics,Assignment,2025-08-16,74,100,74,C
2991,1239,Mathematics,Test,2025-08-16,63,100,63,D
2992,1240,Mathematics,Project,2025-08-16,76,100,76,C
2993,1241,Mathematics,Project,2025-08-16,65,100,65,D
2994,1242,Mathematics,Test,2025-08-16,62,100,62,D
2995,1243,Mathematics,Assignment,2025-08-16,58,100,58,D
2996,1244,Mathematics,Test,2025-08-16,82,100,82,B
2997,1245,Mathematics,Quiz,2025-08-16,84,100,84,B
2998,1246,Mathematics,Project,2025-08-16,71,100,71,C
2999,1247,Mathematics,Test,2025-08-16,84,100,84,B
3000,1218,Science,Quiz,2025-08-13,69,100,69,D
3001,1219,Science,Test,2025-08-13,60,100,60,D
3002,1220,Science,Quiz,2025-08-13,67,100,67,D
3003,1221,Science,Project,2025-08-13,69,100,69,D
3004,1222,Science,Project,2025-08-13,73,100,73,C
3005,1223,Science,Project,2025-08-13,74,100,74,C
3006,1224,Science,Assignment,2025-08-13,60,100,60,D
3007,1225,Science,Quiz,2025-08-13,75,100,75,C
3008,1226,Science,Assignment,2025-08-13,71,100,71,C
3009,1227,Science,Project,2025-08-13,85,100,85,B
3010,1228,Science,Test,2025-08-13,84,100,84,B
3011,1229,Science,Test,2025-08-13,78,100,78,C
3012,1230,Science,Project,2025-08-13,65,100,65,D
3013,1231,Science,Quiz,2025-08-13,91,100,91,A
3014,1233,Science,Assignment,2025-08-13,81,100,81,B
3015,1234,Science,Quiz,2025-08-13,78,100,78,C
3016,1235,Science,Assignment,2025-08-13,76,100,76,C
3017,1236,Science,Quiz,2025-08-13,58,100,58,D
3018,1237,Science,Test,2025-08-13,83,100,83,B
3019,1238,Science,Project,2025-08-13,72,100,72,C
3020,1239,Science,Quiz,2025-08-13,75,100,75,C
3021,1240,Science,Test,2025-08-13,64,100,64,D
3022,1241,Science,Project,2025-08-13,88,100,88,B
3023,1242,Science,Quiz,2025-08-13,67,100,67,D
3024,1243,Science,Project,2025-08-13,61,100,61,D
3025,1244,Science,Quiz,2025-08-13,70,100,70,C
3026,1245,Science,Test,2025-08-13,88,100,88,B
3027,1246,Science,Test,2025-08-13,67,100,67,D
3028,1247,Science,Test,2025-08-13,61,100,61,D
3029,1219,Science,Assignment,2025-08-13,59,100,59,D
3030,1220,Science,Quiz,2025-08-13,85,100,85,B
3031,1221,Science,Test,2025-08-13,81,100,81,B
3032,1222,Science,Test,2025-08-13,68,100,68,D
3033,1223,Science,Assignment,2025-08-13,80,100,80,B
3034,1224,Science,Quiz,2025-08-13,59,100,59,D
3035,1225,Science,Assignment,2025-08-13,83,100,83,B
3036,1226,Science,Assignment,2025-08-13,73,100,73,C
3037,1227,Science,Quiz,2025-08-13,76,100,76,C
3038,1228,Science,Quiz,2025-08-13,67,100,67,D
3039,1229,Science,Test,2025-08-13,75,100,75,C
3040,1230,Science,Project,2025-08-13,64,100,64,D
3041,1231,Science,Assignment,2025-08-13,71,100,71,C
3042,1232,Science,Assignment,2025-08-13,78,100,78,C
3043,1233,Science,Quiz,2025-08-13,87,100,87,B
3044,1234,Science,Assignment,2025-08-13,77,100,77,C
3045,1235,Science,Test,2025-08-13,60,100,60,D
3046,1236,Science,Test,2025-08-13,72,100,72,C
3047,1237,Science,Project,2025-08-13,63,100,63,D
3048,1239,Science,Test,2025-08-13,84,100,84,B
3049,1240,Science,Project,2025-08-13,76,100,76,C
3050,1241,Science,Test,2025-08-13,70,100,70,C
3051,1242,Science,Project,2025-08-13,88,100,88,B
3052,1243,Science,Project,2025-08-13,80,100,80,B
3053,1244,Science,Project,2025-08-13,78,100,78,C
3054,1245,Science,Project,2025-08-13,56,100,56,D
3055,1247,Science,Quiz,2025-08-13,84,100,84,B
3056,1218,English,Project,2025-08-30,91,100,91,A
3057,1219,English,Test,2025-08-30,66,100,66,D
3058,1220,English,Assignment,2025-08-30,90,100,90,A
3059,1221,English,Quiz,2025-08-30,87,100,87,B
3060,1222,English,Project,2025-08-30,82,100,82,B
3061,1224,English,Project,2025-08-30,69,100,69,D
3062,1225,English,Test,2025-08-30,73,100,73,C
3063,1226,English,Test,2025-08-30,66,100,66,D
3064,1227,English,Quiz,2025-08-30,81,100,81,B
3065,1229,English,Assignment,2025-08-30,61,100,61,D
3066,1230,English,Assignment,2025-08-30,68,100,68,D
3067,1231,English,Assignment,2025-08-30,69,100,69,D
3068,1233,English,Quiz,2025-08-30,59,100,59,D
3069,1234,English,Quiz,2025-08-30,78,100,78,C
3070,1235,English,Quiz,2025-08-30,77,100,77,C
3071,1236,English,Test,2025-08-30,83,100,83,B
3072,1237,English,Assignment,2025-08-30,87,100,87,B
3073,1238,English,Quiz,2025-08-30,87,100,87,B
3074,1239,English,Project,2025-08-30,70,100,70,C
3075,1240,English,Quiz,2025-08-30,76,100,76,C
3076,1241,English,Test,2025-08-30,72,100,72,C
3077,1242,English,Assignment,2025-08-30,72,100,72,C
3078,1243,English,Project,2025-08-30,60,100,60,D
3079,1244,English,Assignment,2025-08-30,73,100,73,C
3080,1246,English,Assignment,2025-08-30,90,100,90,A
3081,1247,English,Quiz,2025-08-30,81,100,81,B
3082,1218,English,Test,2025-08-25,81,100,81,B
3083,1219,English,Test,2025-08-25,62,100,62,D
3084,1220,English,Quiz,2025-08-25,59,100,59,D
3085,1221,English,Project,2025-08-25,88,100,88,B
3086,1222,English,Assignment,2025-08-25,77,100,77,C
3087,1223,English,Test,2025-08-25,70,100,70,C
3088,1224,English,Assignment,2025-08-25,77,100,77,C
3089,1225,English,Project,2025-08-25,61,100,61,D
3090,1226,English,Test,2025-08-25,75,100,75,C
3091,1227,English,Project,2025-08-25,85,100,85,B
3092,1228,English,Assignment,2025-08-25,82,100,82,B
3093,1229,English,Project,2025-08-25,82,100,82,B
3094,1230,English,Test,2025-08-25,75,100,75,C
3095,1231,English,Assignment,2025-08-25,76,100,76,C
3096,1232,English,Project,2025-08-25,82,100,82,B
3097,1233,English,Assignment,2025-08-25,71,100,71,C
3098,1234,English,Test,2025-08-25,74,100,74,C
3099,1235,English,Quiz,2025-08-25,66,100,66,D
3100,1237,English,Project,2025-08-25,82,100,82,B
3101,1239,English,Assignment,2025-08-25,59,100,59,D
3102,1240,English,Assignment,2025-08-25,87,100,87,B
3103,1241,English,Test,2025-08-25,90,100,90,A
3104,1242,English,Project,2025-08-25,69,100,69,D
3105,1243,English,Test,2025-08-25,71,100,71,C
3106,1244,English,Quiz,2025-08-25,56,100,56,D
3107,1245,English,Test,2025-08-25,57,100,57,D
3108,1246,English,Test,2025-08-25,93,100,93,A
3109,1247,English,Quiz,2025-08-25,76,100,76,C
3110,1218,English,Quiz,2025-08-27,62,100,62,D
3111,1219,English,Quiz,2025-08-27,57,100,57,D
3112,1220,English,Assignment,2025-08-27,76,100,76,C
3113,1221,English,Quiz,2025-08-27,90,100,90,A
3114,1223,English,Quiz,2025-08-27,81,100,81,B
3115,1225,English,Test,2025-08-27,71,100,71,C
3116,1226,English,Quiz,2025-08-27,86,100,86,B
3117,1227,English,Test,2025-08-27,59,100,59,D
3118,1228,English,Test,2025-08-27,92,100,92,A
3119,1229,English,Quiz,2025-08-27,83,100,83,B
3120,1230,English,Assignment,2025-08-27,56,100,56,D
3121,1231,English,Assignment,2025-08-27,70,100,70,C
3122,1232,English,Assignment,2025-08-27,77,100,77,C
3123,1233,English,Assignment,2025-08-27,70,100,70,C
3124,1234,English,Project,2025-08-27,66,100,66,D
3125,1235,English,Assignment,2025-08-27,78,100,78,C
3126,1236,English,Assignment,2025-08-27,67,100,67,D
3127,1237,English,Project,2025-08-27,65,100,65,D
3128,1238,English,Assignment,2025-08-27,74,100,74,C
3129,1239,English,Quiz,2025-08-27,63,100,63,D
3130,1240,English,Assignment,2025-08-27,66,100,66,D
3131,1241,English,Quiz,2025-08-27,71,100,71,C
3132,1242,English,Assignment,2025-08-27,86,100,86,B
3133,1244,English,Test,2025-08-27,80,100,80,B
3134,1245,English,Project,2025-08-27,74,100,74,C
3135,1246,English,Project,2025-08-27,86,100,86,B
3136,1247,English,Test,2025-08-27,61,100,61,D
3137,1218,Social Studies,Project,2025-08-13,88,100,88,B
3138,1219,Social Studies,Quiz,2025-08-13,85,100,85,B
3139,1221,Social Studies,Quiz,2025-08-13,73,100,73,C
3140,1223,Social Studies,Test,2025-08-13,87,100,87,B
3141,1224,Social Studies,Assignment,2025-08-13,66,100,66,D
3142,1225,Social Studies,Project,2025-08-13,71,100,71,C
3143,1226,Social Studies,Assignment,2025-08-13,73,100,73,C
3144,1227,Social Studies,Project,2025-08-13,70,100,70,C
3145,1228,Social Studies,Project,2025-08-13,63,100,63,D
3146,1229,Social Studies,Test,2025-08-13,84,100,84,B
3147,1230,Social Studies,Assignment,2025-08-13,56,100,56,D
3148,1231,Social Studies,Test,2025-08-13,93,100,93,A
3149,1232,Social Studies,Test,2025-08-13,87,100,87,B
3150,1233,Social Studies,Quiz,2025-08-13,59,100,59,D
3151,1234,Social Studies,Assignment,2025-08-13,67,100,67,D
3152,1235,Social Studies,Assignment,2025-08-13,85,100,85,B
3153,1236,Social Studies,Test,2025-08-13,89,100,89,B
3154,1237,Social Studies,Project,2025-08-13,86,100,86,B
3155,1238,Social Studies,Quiz,2025-08-13,68,100,68,D
3156,1239,Social Studies,Test,2025-08-13,64,100,64,D
3157,1241,Social Studies,Quiz,2025-08-13,87,100,87,B
3158,1242,Social Studies,Test,2025-08-13,56,100,56,D
3159,1243,Social Studies,Test,2025-08-13,78,100,78,C
3160,1244,Social Studies,Test,2025-08-13,66,100,66,D
3161,1245,Social Studies,Test,2025-08-13,86,100,86,B
3162,1246,Social Studies,Test,2025-08-13,74,100,74,C
3163,1247,Social Studies,Quiz,2025-08-13,84,100,84,B
3164,1218,Social Studies,Quiz,2025-08-19,89,100,89,B
3165,1219,Social Studies,Project,2025-08-19,87,100,87,B
3166,1220,Social Studies,Test,2025-08-19,67,100,67,D
3167,1221,Social Studies,Test,2025-08-19,68,100,68,D
3168,1222,Social Studies,Assignment,2025-08-19,77,100,77,C
3169,1223,Social Studies,Quiz,2025-08-19,79,100,79,C
3170,1224,Social Studies,Quiz,2025-08-19,85,100,85,B
3171,1225,Social Studies,Assignment,2025-08-19,61,100,61,D
3172,1226,Social Studies,Test,2025-08-19,62,100,62,D
3173,1227,Social Studies,Project,2025-08-19,82,100,82,B
3174,1228,Social Studies,Quiz,2025-08-19,69,100,69,D
3175,1229,Social Studies,Project,2025-08-19,76,100,76,C
3176,1230,Social Studies,Assignment,2025-08-19,70,100,70,C
3177,1231,Social Studies,Quiz,2025-08-19,89,100,89,B
3178,1232,Social Studies,Assignment,2025-08-19,71,100,71,C
3179,1233,Social Studies,Test,2025-08-19,74,100,74,C
3180,1235,Social Studies,Test,2025-08-19,87,100,87,B
3181,1236,Social Studies,Project,2025-08-19,86,100,86,B
3182,1237,Social Studies,Quiz,2025-08-19,82,100,82,B
3183,1238,Social Studies,Project,2025-08-19,83,100,83,B
3184,1239,Social Studies,Quiz,2025-08-19,64,100,64,D
3185,1240,Social Studies,Assignment,2025-08-19,59,100,59,D
3186,1241,Social Studies,Test,2025-08-19,90,100,90,A
3187,1242,Social Studies,Assignment,2025-08-19,82,100,82,B
3188,1243,Social Studies,Assignment,2025-08-19,85,100,85,B
3189,1244,Social Studies,Project,2025-08-19,77,100,77,C
3190,1245,Social Studies,Assignment,2025-08-19,83,100,83,B
3191,1247,Social Studies,Assignment,2025-08-19,79,100,79,C
3192,1218,Hindi,Test,2025-08-28,70,100,70,C
3193,1219,Hindi,Test,2025-08-28,57,100,57,D
3194,1220,Hindi,Quiz,2025-08-28,75,100,75,C
3195,1221,Hindi,Assignment,2025-08-28,74,100,74,C
3196,1222,Hindi,Test,2025-08-28,64,100,64,D
3197,1223,Hindi,Quiz,2025-08-28,87,100,87,B
3198,1224,Hindi,Assignment,2025-08-28,60,100,60,D
3199,1225,Hindi,Test,2025-08-28,78,100,78,C
3200,1226,Hindi,Project,2025-08-28,58,100,58,D
3201,1227,Hindi,Test,2025-08-28,70,100,70,C
3202,1228,Hindi,Assignment,2025-08-28,78,100,78,C
3203,1229,Hindi,Test,2025-08-28,81,100,81,B
3204,1230,Hindi,Test,2025-08-28,81,100,81,B
3205,1231,Hindi,Quiz,2025-08-28,89,100,89,B
3206,1232,Hindi,Project,2025-08-28,82,100,82,B
3207,1233,Hindi,Assignment,2025-08-28,79,100,79,C
3208,1234,Hindi,Assignment,2025-08-28,74,100,74,C
3209,1235,Hindi,Quiz,2025-08-28,66,100,66,D
3210,1236,Hindi,Project,2025-08-28,84,100,84,B
3211,1237,Hindi,Quiz,2025-08-28,75,100,75,C
3212,1238,Hindi,Quiz,2025-08-28,86,100,86,B
3213,1239,Hindi,Assignment,2025-08-28,84,100,84,B
3214,1240,Hindi,Quiz,2025-08-28,86,100,86,B
3215,1241,Hindi,Project,2025-08-28,66,100,66,D
3216,1243,Hindi,Test,2025-08-28,66,100,66,D
3217,1244,Hindi,Quiz,2025-08-28,56,100,56,D
3218,1245,Hindi,Project,2025-08-28,70,100,70,C
3219,1246,Hindi,Assignment,2025-08-28,92,100,92,A
3220,1247,Hindi,Project,2025-08-28,66,100,66,D
3221,1218,Hindi,Test,2025-08-13,58,100,58,D
3222,1219,Hindi,Quiz,2025-08-13,66,100,66,D
3223,1220,Hindi,Quiz,2025-08-13,71,100,71,C
3224,1221,Hindi,Project,2025-08-13,79,100,79,C
3225,1222,Hindi,Assignment,2025-08-13,73,100,73,C
3226,1223,Hindi,Test,2025-08-13,61,100,61,D
3227,1225,Hindi,Project,2025-08-13,56,100,56,D
3228,1226,Hindi,Quiz,2025-08-13,86,100,86,B
3229,1227,Hindi,Assignment,2025-08-13,87,100,87,B
3230,1228,Hindi,Test,2025-08-13,87,100,87,B
3231,1229,Hindi,Test,2025-08-13,65,100,65,D
3232,1230,Hindi,Quiz,2025-08-13,83,100,83,B
3233,1231,Hindi,Test,2025-08-13,68,100,68,D
3234,1232,Hindi,Assignment,2025-08-13,88,100,88,B
3235,1233,Hindi,Quiz,2025-08-13,64,100,64,D
3236,1234,Hindi,Project,2025-08-13,58,100,58,D
3237,1236,Hindi,Assignment,2025-08-13,89,100,89,B
3238,1239,Hindi,Quiz,2025-08-13,87,100,87,B
3239,1240,Hindi,Project,2025-08-13,59,100,59,D
3240,1241,Hindi,Quiz,2025-08-13,85,100,85,B
3241,1242,Hindi,Assignment,2025-08-13,77,100,77,C
3242,1243,Hindi,Project,2025-08-13,74,100,74,C
3243,1244,Hindi,Quiz,2025-08-13,59,100,59,D
3244,1245,Hindi,Quiz,2025-08-13,61,100,61,D
3245,1246,Hindi,Test,2025-08-13,74,100,74,C
3246,1247,Hindi,Project,2025-08-13,70,100,70,C
3247,1218,Computer Science,Quiz,2025-08-21,63,100,63,D
3248,1219,Computer Science,Project,2025-08-21,63,100,63,D
3249,1220,Computer Science,Test,2025-08-21,68,100,68,D
3250,1221,Computer Science,Assignment,2025-08-21,66,100,66,D
3251,1224,Computer Science,Test,2025-08-21,81,100,81,B
3252,1225,Computer Science,Test,2025-08-21,75,100,75,C
3253,1226,Computer Science,Test,2025-08-21,64,100,64,D
3254,1227,Computer Science,Project,2025-08-21,62,100,62,D
3255,1228,Computer Science,Assignment,2025-08-21,62,100,62,D
3256,1229,Computer Science,Test,2025-08-21,68,100,68,D
3257,1230,Computer Science,Project,2025-08-21,81,100,81,B
3258,1231,Computer Science,Test,2025-08-21,87,100,87,B
3259,1232,Computer Science,Quiz,2025-08-21,83,100,83,B
3260,1233,Computer Science,Project,2025-08-21,90,100,90,A
3261,1234,Computer Science,Test,2025-08-21,78,100,78,C
3262,1235,Computer Science,Assignment,2025-08-21,78,100,78,C
3263,1237,Computer Science,Project,2025-08-21,87,100,87,B
3264,1238,Computer Science,Assignment,2025-08-21,59,100,59,D
3265,1239,Computer Science,Project,2025-08-21,68,100,68,D
3266,1240,Computer Science,Assignment,2025-08-21,88,100,88,B
3267,1241,Computer Science,Assignment,2025-08-21,87,100,87,B
3268,1242,Computer Science,Assignment,2025-08-21,72,100,72,C
3269,1243,Computer Science,Quiz,2025-08-21,66,100,66,D
3270,1244,Computer Science,Test,2025-08-21,84,100,84,B
3271,1245,Computer Science,Project,2025-08-21,57,100,57,D
3272,1246,Computer Science,Quiz,2025-08-21,58,100,58,D
3273,1247,Computer Science,Quiz,2025-08-21,59,100,59,D
3274,1218,Computer Science,Test,2025-09-03,86,100,86,B
3275,1220,Computer Science,Test,2025-09-03,89,100,89,B
3276,1221,Computer Science,Assignment,2025-09-03,69,100,69,D
3277,1222,Computer Science,Assignment,2025-09-03,62,100,62,D
3278,1223,Computer Science,Test,2025-09-03,59,100,59,D
3279,1225,Computer Science,Quiz,2025-09-03,58,100,58,D
3280,1226,Computer Science,Test,2025-09-03,69,100,69,D
3281,1227,Computer Science,Project,2025-09-03,70,100,70,C
3282,1228,Computer Science,Project,2025-09-03,74,100,74,C
3283,1229,Computer Science,Project,2025-09-03,72,100,72,C
3284,1232,Computer Science,Test,2025-09-03,85,100,85,B
3285,1233,Computer Science,Assignment,2025-09-03,86,100,86,B
3286,1235,Computer Science,Quiz,2025-09-03,78,100,78,C
3287,1236,Computer Science,Assignment,2025-09-03,80,100,80,B
3288,1237,Computer Science,Test,2025-09-03,75,100,75,C
3289,1238,Computer Science,Quiz,2025-09-03,79,100,79,C
3290,1239,Computer Science,Test,2025-09-03,80,100,80,B
3291,1240,Computer Science,Quiz,2025-09-03,78,100,78,C
3292,1241,Computer Science,Project,2025-09-03,64,100,64,D
3293,1243,Computer Science,Quiz,2025-09-03,71,100,71,C
3294,1244,Computer Science,Assignment,2025-09-03,86,100,86,B
3295,1245,Computer Science,Test,2025-09-03,60,100,60,D
